,Scientific Name,Common Name,Order,Family
1435,Osmoderma scabra,Rough hermit beetle,Coleoptera,Scarabaeidae
1436,Mythimna albipuncta,White-Point Moth,Lepidoptera,Noctuidae
1437,Lucilia sericata,common green bottle fly,Diptera,Calliphoridae
1438,Rhaphigaster nebulosa,mottled shieldbug,Hemiptera,Pentatomidae
1439,Lucidota atra,black firefly,Coleoptera,Lampyridae
1440,Pseudomops septentrionalis,palebordered field cockroach,Blattodea,Ectobiidae
1441,Picromerus bidens," the spiny shieldbug, spiked shieldbug",Hemiptera,Pentatomidae
1442,Manduca quinquemaculata," the spiny shieldbug, spiked shieldbug",Lepidoptera,Sphingidae
1443,Chioides albofasciatus,White-striped longtail,Lepidoptera,Hesperiidae
1444,Anacridium aegyptium,Egyptian Grasshopper ,Orthoptera,Acrididae
1445,Agrotis munda,"Brown Cutworm, Pink Cutworm",Lepidoptera,Noctuidae
1446,Sunira bicolorago,"Bicolored Sallow, Shield-backed Cutworm",Lepidoptera,Noctuidae
1447,Lycomorpha pholus,Black-and-yellow lichen moth,Lepidoptera,Erebidae
1448,Anania funebris,White-Spotted Sable Moth,Lepidoptera,Crambidae
1449,Idaea biselata,Small fan-footed wave,Lepidoptera,Geometridae
1450,Ponometia erastrioides,small bird-dropping moth or small bird lime moth,Lepidoptera,Noctuidae
1451,Delphinia picta,Picture-Winged Fly,Diptera,Ulidiidae
1452,Dryas iulia,"Julia Butterfly, Julia Heliconian, The Flame, 
Flambeau",Lepidoptera,Nymphalidae
1453,Argia plana,Springwater Dancer,Odonata,Coenagrionidae
1454,Hypomecis punctinalis,the pale oak beauty,Lepidoptera,Geometridae
1455,Agrotis puta,Shuttle-Shaped Dart,Lepidoptera,Noctuidae
1456,Utetheisa ornatrix,Bella Moth,Lepidoptera,Erebidae
1457,Ennomos magnaria,Maple Spanworm Moth,Lepidoptera,Geometridae
1458,Scathophaga stercoraria,"yellow dung fly, the golden dung fly",Diptera,Scathophagidae
1459,Prosapia bicincta,Twolined spittlebug,Hemiptera,Cercopidae
1460,Anteos maerula,"Angled Sulphur, Yellow Angled-Sulphur ",Lepidoptera,Pieridae
1461,Agraulis vanillae,"Angled Sulphur, Yellow Angled-Sulphur ",Lepidoptera,Nymphalidae
1462,Hyalymenus tarsatus,Texas bow-legged bug,Hemiptera,Alydidae
1463,Bombus citrinus,lemon cuckoo bumblebee,Hymenoptera,Apidae
1464,Hesperotettix viridis,"snakeweed grasshopper, meadow purple-striped grasshopper",Orthoptera,Acrididae
1465,Rhyothemis variegata,"the common picture wing, variegated flutterer,",Odonata,Libellulidae
1466,Parantica aglea,glassy tiger butterfly,Lepidoptera,Nymphalidae
1467,Bombus flavifrons,"yellow-fronted bumble bee,yellowhead bumblebee",Hymenoptera,Apidae
1468,Epitheca cynosura,Common Baskettail,Odonata,Corduliidae
1469,Asterocampa clyton,Tawny Emperor ,Lepidoptera,Nymphalidae
1470,Caligo telamonius,"giant owl, pale owl",Lepidoptera,Nymphalidae
1471,Proxys punctulatus,the black stink bug,Hemiptera,Pentatomidae
1472,Melanolophia imitata,"Western Carpet, Green striped forest looper",Lepidoptera,Geometridae
1473,Stictoleptura rubra,Red-brown Longhorn Beetle,Coleoptera,Cerambycidae
1474,Amphibolips quercusjuglans,Acron Plum Gall Wasp,Hymenoptera,Cynipidae
1475,Euchrysops cnejus,the gram blue,Lepidoptera,Lycaenidae
1476,Apogeshna stenialis,Checkered Apogeshna Moth,Lepidoptera,Crambidae
1477,Neotibicen canicularis,Dog-Day Cicada,Hemiptera,Cicadidae
1478,Adelpha californica,California Sister Butterfly,Lepidoptera,Nymphalidae
1479,Maliattha synochitis,Black-dotted maliattha,Lepidoptera,Noctuidae
1480,Hermetia illucens,black soldier fly,Diptera,Stratiomyidae
1481,Euchromius ocellea,necklace veneer,Lepidoptera,Crambidae
1482,Tegosa claudina,,Lepidoptera,Nymphalidae
1483,Leucorrhinia frigida,frosted whiteface,Odonata,Libellulidae
1484,Cantharis rustica,Sailor Beetle,Coleoptera,Cantharidae
1485,Trimerotropis maritima,"Seaside Grasshopper, Seaside Locust",Orthoptera,Acrididae
1486,Sabulodes aegrotata,omnivorous looper,Lepidoptera,Geometridae
1487,Libellula comanche,comanche skimmer,Odonata,Libellulidae
1488,Papilio canadensis,Canadian tiger swallowtail,Lepidoptera,Papilionidae
1489,Pseudoips prasinana,the green silver-lines,Lepidoptera,Nolidae
1490,Elaphria versicolor,Variegated Midget Moth ,Lepidoptera,Noctuidae
1491,Sphex pensylvanicus,"the great black wasp, spider rabbit",Hymenoptera,Sphecidae
1492,Gastrophysa viridula,"green dock beetle, green dock leaf beetle, green sorrel beetle",Coleoptera,Chrysomelidae
1493,Sympetrum internum,Cherry-faced Meadowhawk,Odonata,Libellulidae
1494,Pelidnota punctata,"grapevine beetle, spotted june beetle, spotted pelidnota",Coleoptera,Scarabaeidae
1495,Phigalia titea,"the spiny looper, half-wing moth",Lepidoptera,Geometridae
1496,Hamadryas amphinome,Red Cracker,Lepidoptera,Nymphalidae
1497,Cynips douglasii,spined turbaned gall wasp,Hymenoptera,Cynipidae
1498,Prionoplus reticularis,The huhu beetle,Coleoptera,Cerambycidae
1499,Battus polydamas,"gold rim swallowtail,Polydamas swallowtail, tailless swallowtail",Lepidoptera,Papilionidae
1500,Spoladea recurvalis,"Beet Webworm Moth, Hawaiian Beet Webworm",Lepidoptera,Crambidae
1501,Ponometia candefacta, the olive-shaded bird-dropping moth,Lepidoptera,Noctuidae
1502,Mestra amymone,,Lepidoptera,Nymphalidae
1503,Carabus granulatus,Ground beetle,Coleoptera,Carabidae
1504,Anabrus simplex,Mormon Cricket ,Orthoptera,Tettigoniidae
1505,Pachliopta aristolochiae,the common rose,Lepidoptera,Papilionidae
1506,Erynnis baptisiae,wild indigo duskywing,Lepidoptera,Hesperiidae
1507,Tetracha carolina,Carolina Metallic Tiger Beetle,Coleoptera,Carabidae
1508,Ancistrocerus adiabatus,Potter Wasp,Hymenoptera,Vespidae
1509,Plectrodera scalator,Cottonwood borer,Coleoptera,Cerambycidae
1510,Cabera pusaria,The common white wave,Lepidoptera,Geometridae
1511,Pseudeustrotia carneola, the pink-barred lithacodia moth,Lepidoptera,Noctuidae
1512,Eurois occulta,"the great brocade, great gray dart",Lepidoptera,Noctuidae
1513,Minois dryas,The Dryad Butterfly,Lepidoptera,Nymphalidae
1514,Leptoglossus oppositus,magnolia leaf footed bug,Hemiptera,Coreidae
1515,Danaus genutia,common tiger,Lepidoptera,Nymphalidae
1516,Marathyssa inficita,Dark Marathyssa,Lepidoptera,Euteliidae
1517,Zerynthia rumina,Spanish Festoon,Lepidoptera,Papilionidae
1518,Anthophora californica,Anthophorine Bee,Hymenoptera,Apidae
1519,Lycaena helloides,Anthophorine Bee,Lepidoptera,Lycaenidae
1520,Satyrium spini,Blue spot hairstreak,Lepidoptera,Lycaenidae
1521,Spilomyia longicornis," flower fly, hoverfly",Diptera,Syrphidae
1522,Lucanus elaphus,giant stag beetle,Coleoptera,Lucanidae
1523,Myodocha serripes,Long-Necked Seed Bug,Hemiptera,Rhyparochromidae
1524,Blepharomastix ranalis,hollow-spotted blepharomastix moth,Lepidoptera,Crambidae
1525,Bombylius major," large bee-fly, the dark-edged bee-fly or the greater bee fly",Diptera,Bombyliidae
1526,Valgus hemipterus,,Coleoptera,Scarabaeidae
1527,Vanessa atalanta,Red Admiral,Lepidoptera,Nymphalidae
1528,Aiolopus strepens,Grasshopper,Orthoptera,Acrididae
1529,Eumorpha achemon,Achemon sphinx,Lepidoptera,Sphingidae
1530,Cerastipsocus venosus,Barklice,Psocodea,Psocidae
1531,Synanthedon acerni,Maple Callus Borer,Lepidoptera,Sesiidae
1532,Xenocatantops humilis,Grasshopper,Orthoptera,Acrididae
1533,Enallagma ebrium,Marsh Bluet,Odonata,Coenagrionidae
1534,Dysschema howardi,Northern Giant Flag Moth,Lepidoptera,Erebidae
1535,Arhodia lasiocamparia,Pink Arhodia,Lepidoptera,Geometridae
1536,Phymata americana,	Jagged Ambush Bug,Hemiptera,Reduviidae
1537,Pseudoleon superbus, the filigree skimmer,Odonata,Libellulidae
1538,Argia vivida,Vivid Dancer,Odonata,Coenagrionidae
1539,Limenitis reducta,southern white admiral,Lepidoptera,Nymphalidae
1540,Idia lubricalis,glossy black idia,Lepidoptera,Erebidae
1541,Aeshna canadensis,Canada Darner,Odonata,Aeshnidae
1542,Lambdina fiscellaria,"hemlock looper, mournful thorn",Lepidoptera,Geometridae
1543,Harmonia axyridis,"the harlequin, multicoloured Asian, Asian ladybeetle,",Coleoptera,Coccinellidae
1544,Cisthene plumbea,Lead colored lichen moth,Lepidoptera,Erebidae
1545,Junonia terea,Soldier pansy,Lepidoptera,Nymphalidae
1546,Lapara bombycoides,northern pine sphinx moth,Lepidoptera,Sphingidae
1547,Dysstroma hersiliata,Orange-Barred Carpet Moth,Lepidoptera,Geometridae
1548,Melanis pixe,Red-borered pixie,Lepidoptera,Riodinidae
1549,Texola elada,Elada Checkerspot,Lepidoptera,Nymphalidae
1550,Xanthorhoe lacustrata, toothed brown carpet moth,Lepidoptera,Geometridae
1551,Orthosia hibisci,green fruitworm,Lepidoptera,Noctuidae
1552,Melanolophia canadaria,Canadian Melanolophia,Lepidoptera,Geometridae
1553,Balsa tristrigella, three-lined balsa moth,Lepidoptera,Noctuidae
1554,Paraulacizes irrorata,speckled sharpshooter,Hemiptera,Cicadellidae
1555,Tarache quadriplaga,,Lepidoptera,Noctuidae
1556,Idia rotundalis,the chocolate idia or rotund idia moth,Lepidoptera,Erebidae
1557,Dynastes tityus,Eastern Hercules Beetle,Coleoptera,Scarabaeidae
1558,Asota caricae,Tropical Tiger Moth,Lepidoptera,Erebidae
1559,Dichromorpha viridis,Short-Winged Green Grasshopper,Orthoptera,Acrididae
1560,Hipparchia statilinus,tree grayling,Lepidoptera,Nymphalidae
1561,Chilocorus stigma,Twice-stabbed lady beetle,Coleoptera,Coccinellidae
1562,Musca domestica,Housefly ,Diptera,Muscidae
1563,Zelus longipes,Milkweed Assissan Bug,Hemiptera,Reduviidae
1564,Mischocyttarus flavitarsis,Western Paper Wasp,Hymenoptera,Vespidae
1565,Horisme intestinata,brown bark carpet moth,Lepidoptera,Geometridae
1566,Bombus vancouverensis, Vancouver bumble bee,Hymenoptera,Apidae
1567,Omocestus rufipes,Woodland Grasshopper,Orthoptera,Acrididae
1568,Noctua fimbriata,Broad-Boardered Yellow Underwing,Lepidoptera,Noctuidae
1569,Colias croceus,clouded yellow,Lepidoptera,Pieridae
1570,Nemoria mimosaria,"White-Fringed Emerald, Flanged Looper",Lepidoptera,Geometridae
1571,Eupithecia miserulata,The common eupithecia,Lepidoptera,Geometridae
1572,Protographium epidaus,"Mexican kite swallowtail, long-tailed kite swallowtail",Lepidoptera,Papilionidae
1573,Libellula cyanea,spangled skimmer,Odonata,Libellulidae
1574,Feniseca tarquinius,harvester,Lepidoptera,Lycaenidae
1575,Vespula vulgaris,Common Wasp,Hymenoptera,Vespidae
1576,Chrysodeixis eriosoma,Green garden looper,Lepidoptera,Noctuidae
1577,Tipula abdominalis,Giant Crane Fly,Diptera,Tipulidae
1578,Condica videns,white-dotted groundling moth,Lepidoptera,Noctuidae
1579,Euphydryas phaeton,The Baltimore checkerspot,Lepidoptera,Nymphalidae
1580,Leucinodes cordalis,poroporo fruit borer,Lepidoptera,Crambidae
1581,Galeruca tanaceti,leaf beetle,Coleoptera,Chrysomelidae
1582,Polistes bellicosus,Common Paper Wasp,Hymenoptera,Vespidae
1583,Catocala neogama,the bride,Lepidoptera,Erebidae
1584,Gryllus campestris,"European field cricket, field cricket",Orthoptera,Gryllidae
1585,Zizula hylax,Tiny Grass Blue,Lepidoptera,Lycaenidae
1586,Parnassius smintheus,"rocky mountain parnassian, rocky mountain apollo butterfly",Lepidoptera,Papilionidae
1587,Dioprosopa clavata,Aphid Fly,Diptera,Syrphidae
1588,Calycopis cecrops,The red-banded hairstreak,Lepidoptera,Lycaenidae
1589,Knulliana cincta,Banded hickory borer,Coleoptera,Cerambycidae
1590,Lestes australis,southern spreadwing,Odonata,Lestidae
1591,Erynnis juvenalis,Juvenal's duskywing,Lepidoptera,Hesperiidae
1592,Apantesis proxima,Mexican Tiger Moth,Lepidoptera,Erebidae
1593,Anax parthenope,Lesser Emperor ,Odonata,Aeshnidae
1594,Dione juno,"Juno Longwing, Juno Silverspot,
 Juno Heliconian",Lepidoptera,Nymphalidae
1595,Chilades pandava,"Juno Longwing, Juno Silverspot,
 Juno Heliconian",Lepidoptera,Lycaenidae
1596,Valanga nigricornis,"Javanese Grasshopper, Shorthorned Grasshopper",Orthoptera,Acrididae
1597,Spodoptera frugiperda,Fall Armyworm,Lepidoptera,Noctuidae
1598,Bombus vosnesenskii,bumble bee ,Hymenoptera,Apidae
1599,Scolypopa australis,the passionvine hopper,Hemiptera,Ricaniidae
1600,Halyomorpha halys,brown marmorated stink bug,Hemiptera,Pentatomidae
1601,Lactura subfervens,speckled lactura moth,Lepidoptera,Lacturidae
1602,Sehirus cinctus,the white-margined burrower bug,Hemiptera,Cydnidae
1603,Papilio xuthus,Asian swallowtail butterfly,Lepidoptera,Papilionidae
1604,Papilio memnon,great mormon butterfly,Lepidoptera,Papilionidae
1605,Schinia rivulosa,ragweed flower moth,Lepidoptera,Noctuidae
1606,Camponotus fulvopilosus,Balbyter Sugar ants,Hymenoptera,Formicidae
1607,Isa textula,crowned slug moth,Lepidoptera,Limacodidae
1608,Poecilocapsus lineatus,Fourlined Plant Bug,Hemiptera,Miridae
1609,Gastrina cristaria,Gastrina,Lepidoptera,Geometridae
1610,Synchlora frondaria,Southern Emerald,Lepidoptera,Geometridae
1611,Idiodes apicata,Bracken Fern Geometrid Moth,Lepidoptera,Geometridae
1612,Pangrapta decoralis,decorated owlet,Lepidoptera,Erebidae
1613,Deloyala guttata,Mottled Tortoise Beetle,Coleoptera,Chrysomelidae
1614,Phryganidia californica," the California oakworm, California oak moth",Lepidoptera,Notodontidae
1615,Sympecma paedisca,Siberian Winterdamsel,Odonata,Lestidae
1616,Euplexia benesimilis,American angle shades,Lepidoptera,Noctuidae
1617,Dichomeris flavocostella,Cream-Edged Dichomeris Moth,Lepidoptera,Gelechiidae
1618,Hippodamia convergens,convergent lady beetle,Coleoptera,Coccinellidae
1619,Xanthorhoe ferrugata,Dark-barred twin-spot carpet,Lepidoptera,Geometridae
1620,Plebejus argus,silver-studded blue,Lepidoptera,Lycaenidae
1621,Euthochtha galeator,helmeted squash bug,Hemiptera,Coreidae
1622,Monochamus scutellatus,"White-Spotted Sawyer, Spruce Sawyer, Spruce Bug",Coleoptera,Cerambycidae
1623,Lestes dryas,emerald spreadwing,Odonata,Lestidae
1624,Libellula pulchella,twelve-spotted skimmer,Odonata,Libellulidae
1625,Habrosyne scripta,Scribe Moth ,Lepidoptera,Drepanidae
1626,Asphondylia auripila,Creosote Gall Midge,Diptera,Cecidomyiidae
1627,Sympetrum fonscolombii,Red-veined Darter,Odonata,Libellulidae
1628,Agrotis segetum,Turnip Moth,Lepidoptera,Noctuidae
1629,Ochlodes sylvanoides,Woodland Skipper,Lepidoptera,Hesperiidae
1630,Biblis hyperia,"Red Rim,crimson-banded black",Lepidoptera,Nymphalidae
1631,Aeshna umbrosa,Shadow Darner,Odonata,Aeshnidae
1632,Cyaniris semiargus,mazarine blue,Lepidoptera,Lycaenidae
1633,Orthetrum villosovittatum,the fiery skimmer,Odonata,Libellulidae
1634,Eulogia ochrifrontella,Broad-banded Eulogia,Lepidoptera,Pyralidae
1635,Lycaena mariposa,Broad-banded Eulogia,Lepidoptera,Lycaenidae
1636,Popillia japonica,Japanese beetle,Coleoptera,Scarabaeidae
1637,Cycloneda polita,western polished lady beetle,Coleoptera,Coccinellidae
1638,Conchylodes ovulalis,zebra conchylodes moth,Lepidoptera,Crambidae
1639,Acontia lucida,Pale Shoulder,Lepidoptera,Noctuidae
1640,Neurothemis tullia,Pied Paddy Skimmer,Odonata,Libellulidae
1641,Camptogramma bilineata,Yellow shell,Lepidoptera,Geometridae
1642,Charadra dispulsa,,Lepidoptera,Noctuidae
1643,Aromia moschata,Musk Beetle,Coleoptera,Cerambycidae
1644,Menecles insertus,Stink bug,Hemiptera,Pentatomidae
1645,Chortophaga viridifasciata,Green-striped grasshopper,Orthoptera,Acrididae
1646,Pararge aegeria,speckled wood butterfly,Lepidoptera,Nymphalidae
1647,Plebejus idas,lotis blue butterfly,Lepidoptera,Lycaenidae
1648,Schistocerca lineata,"spotted bird grasshopper, birdwing grasshopper,Lined Bird Grasshopper, Sand Bird Grasshopper,Plains Bird Grasshopper",Orthoptera,Acrididae
1649,Crematogaster scutellaris,,Hymenoptera,Formicidae
1650,Raphia frater,the Brother Moth,Lepidoptera,Noctuidae
1651,Apantesis ornata,Ornate Tiger Moth,Lepidoptera,Erebidae
1652,Neotibicen lyricen,Lyric Cicada,Hemiptera,Cicadidae
1653,Serrognathus titanus,Lyric Cicada,Coleoptera,Lucanidae
1654,Ilexia intractata,Black-dotted Ruddy Moth,Lepidoptera,Geometridae
1655,Erythrodiplax basifusca,plateau dragonlet,Odonata,Libellulidae
1656,Zelus luridus,Pale Green assissan Bug,Hemiptera,Reduviidae
1657,Danaus plexippus,Monarch butterfly,Lepidoptera,Nymphalidae
1658,Cicindela ocellata,Bronzed tiger beetle,Coleoptera,Carabidae
1659,Nola cereella,Sorghum Webworm,Lepidoptera,Nolidae
1660,Euploea mulciber,Striped Blue Crow,Lepidoptera,Nymphalidae
1661,Sameodes cancellalis,,Lepidoptera,Crambidae
1662,Erebia epipsodea,Common Alpine,Lepidoptera,Nymphalidae
1663,Hypena manalis,Flowing-line Hypena,Lepidoptera,Erebidae
1664,Exaireta spinigera,blue soldier fly,Diptera,Stratiomyidae
1665,Euphydryas editha,Edith's Checkerspot,Lepidoptera,Nymphalidae
1666,Cicindela longilabris,Boreal long-lipped tiger beetle,Coleoptera,Carabidae
1667,Stenotus binotatus,Twi-spotted Grass Bug,Hemiptera,Miridae
1668,Arachnis picta,Painted Tiger Moth,Lepidoptera,Erebidae
1669,Hamadryas februa,Gray cracker,Lepidoptera,Nymphalidae
1670,Aricia agestis,Brown Argus,Lepidoptera,Lycaenidae
1671,Vespa affinis,lesser Banded Hornet,Hymenoptera,Vespidae
1672,Tectocoris diophthalmus,"Hibiscus Harlequin Bug, Cotton Harlequin Bug",Hemiptera,Scutelleridae
1673,Trabala vishnou,Rose-myrtle Lappet Moth,Lepidoptera,Lasiocampidae
1674,Acrida conica,Giant Green Slantface,Orthoptera,Acrididae
1675,Melanoplus differentialis,Differential Grasshopper,Orthoptera,Acrididae
1676,Faunis eumeus,Large faun,Lepidoptera,Nymphalidae
1677,Apatura iris,Purple Emperor,Lepidoptera,Nymphalidae
1678,Axylia putris,The flame,Lepidoptera,Noctuidae
1679,Favonius quercus, Purple Hairstreak ,Lepidoptera,Lycaenidae
1680,Tachina fera,,Diptera,Tachinidae
1681,Iphiclides podalirius,Scarce swallowtail,Lepidoptera,Papilionidae
1682,Tetramorium immigrans,"Immigrant Pavement Ant, Sugar Ant",Hymenoptera,Formicidae
1683,Cryptolaemus montrouzieri,"mealybug ladybird, mealybug destroyer",Coleoptera,Coccinellidae
1684,Cladara limitaria,mottled gray carpet moth,Lepidoptera,Geometridae
1685,Hemithea aestivaria,The common emerald,Lepidoptera,Geometridae
1686,Tetracis crocallata,Yellow Slant-line,Lepidoptera,Geometridae
1687,Decticus verrucivorus,Wart-Biter,Orthoptera,Tettigoniidae
1688,Lucanus cervus,stag beetle,Coleoptera,Lucanidae
1689,Pseudomyrmex gracilis,"slender twig ant, the elongate, Mexican twig ant",Hymenoptera,Formicidae
1690,Corizus hyoscyami,Cinnamon bug,Hemiptera,Rhopalidae
1691,Pyrausta acrionalis,mint-loving pyrausta moth,Lepidoptera,Crambidae
1692,Scopula immorata,Lewes wave,Lepidoptera,Geometridae
1693,Prionus imbricornis,Tile-horned Prionus,Coleoptera,Cerambycidae
1694,Phyllopertha horticola,garden chafer,Coleoptera,Scarabaeidae
1695,Psychomorpha epimenis,Grapevine epimenis,Lepidoptera,Noctuidae
1696,Argia moesta,Powdered Dancer,Odonata,Coenagrionidae
1697,Elasmostethus cruciatus,"Red-Cross Shield Bug, Redcrossed Stink Bug",Hemiptera,Acanthosomatidae
1698,Norape ovina,White Flannel Moth,Lepidoptera,Megalopygidae
1699,Lestes disjunctus,northern spreadwing,Odonata,Lestidae
1700,Icaricia icarioides,mission blue Butterfly,Lepidoptera,Lycaenidae
1701,Erynnis tristis,Mournful Duskywing,Lepidoptera,Hesperiidae
1702,Polistes instabilis,Unstable Paper Wasp,Hymenoptera,Vespidae
1703,Phobetron pithecium,hag moth,Lepidoptera,Limacodidae
1704,Acanthacris ruficornis,Bird Grasshopper,Orthoptera,Acrididae
1705,Appias lyncida,Chocolate Albatross,Lepidoptera,Pieridae
1706,Locusta migratoria,migratory locust,Orthoptera,Acrididae
1707,Cabera erythemaria,yellow-dusted cream,Lepidoptera,Geometridae
1708,Pantographa limata, the basswood leafroller moth,Lepidoptera,Crambidae
1709,Volucella bombylans,Bumblebee Hoverfly,Diptera,Syrphidae
1710,Aenetus virescens,"Puriri Moth, Ghost Moth, Pepetuna ",Lepidoptera,Hepialidae
1711,Eupeodes volucris,bird hover fly,Diptera,Syrphidae
1712,Protodeltote muscosula, large mossy lithacodia,Lepidoptera,Noctuidae
1713,Leucania incognita,,Lepidoptera,Noctuidae
1714,Catocala cara,Darling underwing,Lepidoptera,Erebidae
1715,Thyris maculata,Spotted Thyris,Lepidoptera,Thyrididae
1716,Helocassis clavata,"Tortoise Beetles,Thistle tortoise beetle",Coleoptera,Chrysomelidae
1717,Lytrosis unitaria,common lytrosis moth,Lepidoptera,Geometridae
1718,Protodeltote albidula,the pale glyph,Lepidoptera,Noctuidae
1719,Leptotes plinius,"zebra blue, plumbago blue butterfly",Lepidoptera,Lycaenidae
1720,Melanchroia chephise,"White-tipped Black,Snowbush spanworm",Lepidoptera,Geometridae
1721,Hamadryas guatemalena,Guatemalan cracker,Lepidoptera,Nymphalidae
1722,Cydalima perspectalis,box tree moth,Lepidoptera,Crambidae
1723,Peridea ferruginea,chocolate prominent moth,Lepidoptera,Notodontidae
1724,Rhopalomyia californica,the coyote brush bud gall midge,Diptera,Cecidomyiidae
1725,Pyrisitia nise,Mimosa yellow,Lepidoptera,Pieridae
1726,Chalybion californicum,blue mud wasp,Hymenoptera,Sphecidae
1727,Calopteryx virgo,The beautiful demoiselle,Odonata,Calopterygidae
1728,Trichodezia albovittata,White-striped Black Moth,Lepidoptera,Geometridae
1729,Ochlodes agricola,Rural Skipper,Lepidoptera,Hesperiidae
1730,Pseudothyatira cymatophoroides,Tufted Thyatirid,Lepidoptera,Drepanidae
1731,Satyrium acadica,Acadian hairstreak,Lepidoptera,Lycaenidae
1732,Euphydryas aurinia,Marsh fritillary,Lepidoptera,Nymphalidae
1733,Disonycha glabrata,Pigweed Flea Beetle,Coleoptera,Chrysomelidae
1734,Crocothemis servilia,scarlet skimmer,Odonata,Libellulidae
1735,Plathemis lydia,The common whitetail or long-tailed skimmer,Odonata,Libellulidae
1736,Phosphuga atrata,Black Snail Beetle,Coleoptera,Silphidae
1737,Hemiargus ceraunus,ceraunus blue butterfly,Lepidoptera,Lycaenidae
1738,Sphecius speciosus,cicada killer,Hymenoptera,Crabronidae
1739,Apiomerus spissipes,Bee Assassin ,Hemiptera,Reduviidae
1740,Hippodamia variegata,Adonis ladybird,Coleoptera,Coccinellidae
1741,Clydonopteron sacculana,Trumpet vine moth,Lepidoptera,Pyralidae
1742,Coelophora inaequalis,"variable ladybird, common australian
 lady beetle",Coleoptera,Coccinellidae
1743,Glenoides texanaria,Texas gray moth,Lepidoptera,Geometridae
1744,Bombus californicus,California bumble bee,Hymenoptera,Apidae
1745,Rhionaeschna multicolor,blue-eyed darner,Odonata,Aeshnidae
1746,Euchaetes egle,Milkweed tiger moth,Lepidoptera,Erebidae
1747,Lineodes integra,eggplant leafroller moth,Lepidoptera,Crambidae
1748,Hesperia colorado,Western branded skipper,Lepidoptera,Hesperiidae
1749,Enallagma doubledayi,Atlantic Bluet,Odonata,Coenagrionidae
1750,Epitheca petechialis,Dot-Winged Baskettail,Odonata,Corduliidae
1751,Lycaena alciphron,purple-shot copper,Lepidoptera,Lycaenidae
1752,Amorpha juglandis,Walnut Sphinx,Lepidoptera,Sphingidae
1753,Calopteryx maculata,The ebony jewelwing,Odonata,Calopterygidae
1754,Callistethus marginatus,Margined Shining Leaf Chafer,Coleoptera,Scarabaeidae
1755,Panopoda rufimargo,red-lined panopoda,Lepidoptera,Erebidae
1756,Camponotus sericeiventris,shimmering golden sugar ant,Hymenoptera,Formicidae
1757,Dione moneta,Mexican Silverspot,Lepidoptera,Nymphalidae
1758,Coccinella trifasciata,three-banded lady beetle,Coleoptera,Coccinellidae
1759,Arigomphus submedianus,Jade Clubtail,Odonata,Gomphidae
1760,Cenopis reticulatana,Reticulated Fruitworm Moth,Lepidoptera,Tortricidae
1761,Tremex columba,Pigeon Tremex,Hymenoptera,Siricidae
1762,Thymelicus lineola,Essex Skipper,Lepidoptera,Hesperiidae
1763,Polistes annularis," Ringed Paper Wasp,Jack Spaniard Paper Wasp, Jack Spaniard Wasp",Hymenoptera,Vespidae
1764,Lacinipolia renigera,bristly cutworm moth,Lepidoptera,Noctuidae
1765,Udaspes folus,Grass Demon,Lepidoptera,Hesperiidae
1766,Limenitis camilla,white admiral,Lepidoptera,Nymphalidae
1767,Allotria elonympha,False Underwing Moth,Lepidoptera,Erebidae
1768,Velarifictorus micado,Japanese Burrowing Cricket,Orthoptera,Gryllidae
1769,Pieris brassicae," the large white,cabbage butterfly, cabbage white, cabbage moth",Lepidoptera,Pieridae
1770,Stenomacra marginella,,Hemiptera,Largidae
1771,Syricoris lacunana,Dark Strawberry Totrix,Lepidoptera,Tortricidae
1772,Coenonympha glycerion,chestnut heath,Lepidoptera,Nymphalidae
1773,Formica obscuripes,Western Thatching Ant,Hymenoptera,Formicidae
1774,Schizura concinna,Red-humped Caterpillar,Lepidoptera,Notodontidae
1775,Phoebis sennae,cloudless sulphur,Lepidoptera,Pieridae
1776,Sphaerophoria scripta,long hoverfly,Diptera,Syrphidae
1777,Cicindela tranquebarica,oblique lined tiger beetle,Coleoptera,Carabidae
1778,Celastrina argiolus,"spring azure,Holly Blue Butterfly",Lepidoptera,Lycaenidae
1779,Carcina quercana,"oak lantern, long-horned flat-body, oak-skeletonizer moth",Lepidoptera,Depressariidae
1780,Ancistrocerus gazella,European Tube Wasp,Hymenoptera,Vespidae
1781,Speyeria mormonia,the Mormon fritillary,Lepidoptera,Nymphalidae
1782,Aglossa pinguinalis,"Large Tabby Moth, Grease Moth ",Lepidoptera,Pyralidae
1783,Melitaea cinxia,Glanville Fritillary,Lepidoptera,Nymphalidae
1784,Xestia smithii,Smith's Dart,Lepidoptera,Noctuidae
1785,Lepisma saccharina,silverfish,Zygentoma,Lepismatidae
1786,Satyrium californica,California hairstreak,Lepidoptera,Lycaenidae
1787,Callopistria floridensis,Florida Fern Caterpillar,Lepidoptera,Noctuidae
1788,Rhagium inquisitor,ribbed pine borer,Coleoptera,Cerambycidae
1789,Celithemis eponina,Halloween pennant dragonfly,Odonata,Libellulidae
1790,Parnassius mnemosyne,clouded apollo butterfly,Lepidoptera,Papilionidae
1791,Eurema hecabe,Common Grass Yellow,Lepidoptera,Pieridae
1792,Orthodera ministralis, garden mantis or Australian green mantis,Mantodea,Mantidae
1793,Nososticta solida,"Orange Threadtail Damsefly, Ochre Threadtail",Odonata,Platycnemididae
1794,Aeshna eremita,Lake Darner,Odonata,Aeshnidae
